,uid,name,gender,verify_type,verify_info
192,1606612822,沸点观察,1,1,知名财经博主 微博股评师 微博签约自媒体
193,1660079292,向小田,1,1,新浪财经专栏作家 微博签约自媒体
194,6279804563,大佬时间,0,2,北京时间旗下大佬故事短视频账号
195,1649252577,创业邦杂志,0,2,《创业邦》杂志官方微博
196,1663612603,中国经济网,0,2,中国经济网法人微博
197,1700582867,四川手机报,0,2,四川手机报官方微博
198,1700720163,钱江晚报,0,2,钱江晚报官方微博
199,1864419143,微博科技,0,2,微博科技官方微博
200,6470572340,李一小超人,1,0,
201,1684452940,新浪广东,0,2,新浪广东官方微博，新浪看点广东站官方微博
202,2450743314,EricTsui,1,1,前 尖叫设计副总裁 知名设计美学博主
203,5871723536,律师先生,1,1,知名法律博主 微博签约自媒体
204,3052465574,新时代舆情,1,1,《祖国》记者 头条文章作者
205,5611061334,只做龙头任平生,1,1,知名财经博主 微博签约自媒体
206,5238240104,中捷司法,0,2,河北省沧州渤海新区中捷产业园区司法局官方微博
207,2409482243,未来网,0,2,未来网官方微博
208,3269534482,LYX_____LYX,2,0,
209,2606218210,中国妇女报,0,2,《中国妇女报》是全国妇联机关报
210,1826017320,IT之家,0,2,IT之家（www.ithome.com）官方微博
211,6506873936,观察者网TMT,0,2,观察者网TMT频道，带你看些不一样的科技
212,5949472813,在下洒洒水,1,0,
213,1882137803,BTV都市晚高峰,0,2,BTV公共·新闻频道《都市晚高峰》
214,2259661342,新浪江苏,0,2,新浪江苏官方微博，新浪看点江苏站官方微博
215,2462605080,商业周刊中文版,0,2,彭博商业周刊中文版官方微博
216,1726276573,投中网,0,2,投中信息官方微博
217,1906874803,锦绣青羊,0,2,成都市青羊区官方微博
218,1887259304,支点财经,0,2,支点财经官方微博
219,3928332403,河北检察,0,2,河北省人民检察院官方微博
220,6177021066,深圳微博房产,0,2,深圳微博房产官方微博
221,2264635847,一都阿叔,1,1,知名军事博主 军事视频自媒体
222,2373166581,河北旅行咖,1,1,知名旅游博主 旅行视频自媒体
223,1573083404,备忘簿,1,1,知名互联网资讯博主 娱乐综艺视频自媒体
224,2087875965,法制网,0,2,法制日报官方网站法制网官方微博
225,1604159432,新京报评论,0,2,新京报评论 官方微博
226,2738546443,女性之声,0,2,中华全国妇女联合会官方微博
227,2510158274,老宁说,1,1,  上海通联科技发展有限公司 高级顾问 知名互联网资讯博主 微博签约自媒体
228,5968189683,二锅头的非凡人生,1,0,
229,1956700750,电商报,0,2,电商报官方微博
230,2267974004,电商经理人联盟,0,2,专注电商领域机构自媒体
231,1644948230,法制晚报,0,2,《法制晚报》官方微博
232,2318910945,新浪新闻客户端,0,2,新浪新闻客户端官方微博
233,1676454694,盘锦市公安局,0,2,辽宁省盘锦市公安局官方微博
234,1845864154,看看新闻KNEWS,0,2,上海广播电视台看看新闻KNEWS官方微博
235,2375456772,粤事情报站,2,1,微博广州同城大使 知名本地博主
236,1977460817,网络新闻联播,0,2,央视网新闻中心官方微博
237,1663073073,天府早报,0,2,天府早报官博
238,1851599157,EC品牌观察,0,2,ec品牌观察  品牌研究自媒体微博
239,2230913455,搜狐视频,0,2,搜狐视频(tv.sohu.com)官方微博&搜狐视频移动客户端官方微博
240,1686199162,AC蓦然回首,2,0,
241,1801487174,东方财富网,0,2,东方财富网官方微博
242,1750553234,信息时报,0,2,信息时报官方微博
243,1726918143,中国青年报,0,2,中国青年报•中青在线微博
244,2647971081,燕赵晚报,0,2,《燕赵晚报》官方微博
245,3707154613,直播陕南,1,1,本地资讯博主（陕南）http://t.cn/RUmMhZ7 资讯视频自媒体
246,5334301121,中青山西,0,2,中青山西官方微博
247,1638782947,新浪财经,0,2,新浪财经官方微博
248,1609734732,夏天谈视,1,1,秒拍达人 知名互联网资讯博主
249,3768854581,年糕妈妈,2,1,知名母婴育儿博主 头条文章作者 微博签约自媒体
250,1641532820,南都周刊,0,2,南都周刊官方微博
251,1650414555,西部网,0,2,西部网（陕西新闻网）www.cnwest.com官方微博
252,1704103183,金融界网站,0,2,金融界网站官方微博www.jrj.com.cn
253,5182805750,陕西检察,0,2,陕西省人民检察院官方微博
254,1263406744,司马南,1,1,主持人，学者
255,1784473157,中国新闻网,0,2,中国新闻网法人微博
256,5506587438,人美心善有文化,2,0,
257,1063602424,李映文,1,1,知名互联网资讯博主
258,1806128454,凤凰网视频,0,2,凤凰网视频官方微博
259,1248843944,李小白,2,1,娱乐博主
260,1201387112,小橙子粑粑,1,0,
261,6501777176,箫笙玉髓,1,0,
262,2097152664,新浪浙江,0,2,新浪浙江官方微博，新浪看点浙江站官方微博
263,1849593625,two_plus_two,2,0,
264,2284158282,喵Sissie,2,0,
265,1747780042,花香-弥漫,2,0,
266,6474040922,纯真的米糕,2,0,
267,2020001881,广西事,2,1,本地资讯博主（南宁）
268,1645358872,码农小二,1,0,
269,6408911639,小职大场,2,1,知名设计美学博主
270,2654829602,文化评论水盘六,1,1,上海商宏文化传播有限公司副总编辑
271,6222796232,腔腔桃儿,2,0,
272,3174656112,镇江全媒体中心,0,2,镇江报业传媒集团全媒体中心官方微博
273,1237207140,墨渡老鹰,1,1,鹰眼安全文化网发起者，中国计算机取证专家委员会成员。
274,1642088277,财经网,0,2,财经网官方微博
275,1639498782,南方周末,0,2,《南方周末》官方微博
276,1642512402,中国新闻周刊,0,2,中国新闻周刊官方微博
277,1988800805,凤凰网财经,0,2,凤凰财经官方微博
278,6118395003,艾达出生在美国,1,1,知名母婴育儿博主
279,1315420805,神得强Steven,1,1,资深媒体人 知名数码博主 微博签约自媒体
280,6105713761,红星新闻,0,2,成都传媒集团成都商报红星新闻 原创新闻类新媒体项目
281,1974808274,网易新闻客户端,0,2,网易新闻客户端官方微博
282,5076516542,新浪爱问医生,0,2,新浪爱问医生官方微博
283,1664176597,证券时报网,0,2,证券时报网官方微博
284,3922636062,茜茜老师,2,1,时尚博主 头条文章作者
285,1655444627,潇湘晨报,0,2,《潇湘晨报》官方微博
286,1680685707,云财经,0,2,云财经网 www.yuncaijing.com 官方微博
287,1898495494,ZAKER,0,2,ZAKER 官方微博
288,5242835172,新浪深圳,0,2,新浪深圳官方帐号
289,5065242068,新浪山东菏泽频道,0,2,新浪山东菏泽频道官方微博
290,2858270197,七百里加急递煎饼,1,0,
291,2821911354,IAMJOHN-,1,0,
292,1929329727,网易新闻,0,2,网易新闻官方微博
293,1699432410,新华视点,0,2,新华社法人微博
294,5895918564,咋啦阿咋,2,1,搞笑视频自媒体
295,1708922835,新财富杂志,0,2,新财富杂志官方微博
296,1965749211,紫目洪流,1,0,
297,3224537522,三小姐-MissThree,2,0,
298,1977889537,深圳网警,0,2,深圳市公安局公共信息网络安全监察分局官方微博
299,2087169013,法制日报,0,2,法制日报官方微博
300,2147368030,宋仕杰老师,1,0,
301,6495976510,可黑了,1,0,
302,6498490868,攸宁是个大迷糊,2,0,
303,6034713670,空空学长呦,1,0,
304,6212365572,若是有爱无情,1,0,
305,3193242673,huiiiiiiiihui,2,0,
306,2281280410,ciahieng,1,0,
307,6614300981,八卦愚人,1,0,
308,2798871474,是巴特弗莱呢,2,0,
309,1663032300,应该说我爱你们,1,0,
310,6570726338,用户6570726338,2,0,
311,2730974032,自由禧儿,2,0,
312,6632476013,夏雨初晴2019,2,0,
313,1403561107,曾阿宝本人,1,0,
314,2426055185,西窗飞雨007,1,1,头条文章作者
315,5871895617,幽默段子坊,1,1,知名搞笑幽默博主 搞笑视频自媒体
316,3575612600,比比最萌,1,0,
317,5945611269,茜茜Cecilia小清新,2,0,
318,6378988761,容朕思考下,2,0,
319,2002089892,THOUSANDSOFSUNNY,2,0,
320,2116172223,acoolname,2,0,
321,5506442120,Alexia885,2,0,
322,2637582633,爱上戎装战衣,1,0,
323,2624359503,小院子思密达,2,0,
324,2233019911,在路上fftt,2,0,
325,6363568704,MG_Kweichow,1,0,
326,6579194761,开州政法,0,2,中共重庆市开州区委政法委员会官方微博
327,5097849892,相面八字师,1,0,
328,5689102661,渠县检察,0,2,四川省达州市渠县人民检察院官方微博
329,5560620066,看世界慢一步,1,0,
330,3744072171,龙港宣传干事,1,1,龙港网民监督团宣传办干事
331,1607397061,改个名就找不到啦,2,0,
332,6623679020,夜雨璇玑,1,0,
333,5795387210,听丿春风之影,1,1,知名军事博主
334,1678145045,三秦公益,1,1,本地资讯博主（汉中） 资讯视频自媒体
335,6168331718,妮可基德曼_2005,2,0,
336,1879316273,一品姑苏城,1,1,本地资讯博主（苏州）
337,2682543407,笨可乐223,1,0,
338,5274645521,西乡县检察院,0,2,陕西省汉中市西乡县人民检察院官方微博
339,1827201833,新北公安分局官方微博,0,2,江苏省常州市公安局新北分局
340,3979388998,北江老叟,1,0,
341,1905874441,沈阳大东公安,0,2,沈阳市公安局大东分局
342,5922616817,洋浦网警巡查执法,0,2,海南省洋浦经济开发区公安局网络警察支队巡查执法官方微博
343,2286908003,人民网,0,2,人民网法人微博
344,1347723001,德润秦都,2,0,
345,2740259835,Tao彡醉,1,0,
346,3215052832,萧县发布,0,2,安徽省宿州市萧县互联网宣传管理办公室官方微博
347,2743112592,钟洋,1,1,传统弓箭超话主持人
348,5618901649,湖南网警巡查执法,0,2,湖南省公安厅网络安全保卫与技术侦察总队
349,2367494884,洋洋洋射手,1,0,
350,2805209100,手漂亮,1,1,音乐博主
351,1874361623,韩东言,1,1,知名法律博主 头条文章作者 微博签约自媒体
352,6664984060,哈哈哈哈哈whatsoever,1,0,
353,6108352102,群众V,1,1,知名互联网资讯博主
354,2735561742,学术帝233,1,0,
355,2458565150,电商头条,0,2,电商头条自媒体微博
356,6618820147,KING大陆,1,0,
357,5657530680,可爱又迷人的是费费啊,1,0,
358,3186382155,上饶趣事汇,1,1,本地资讯博主（上饶）
359,1806235972,玉猫家的城里铲屎官,2,0,
360,1275549874,杨东亮是只泰拳手,1,0,
361,2801953704,直播邳州,1,0,
362,5697399235,新闻娱乐分享圈,1,0,
363,6243341596,HyangHo,1,0,
364,1566722107,丁治龙,1,0,
365,2003161947,泰山网1545,0,2,泰安市广播电视台 东方泰山网官方微博
366,6535640858,甘肃韦积奎,1,0,
367,1934163622,保定微观,1,0,
368,5803539331,韭菜皇,1,0,
369,1958132051,中国商网-中国商报,0,2,《中国商报》官方微博
370,1764452651,傅蔚冈,1,1,上海金融与法律研究院研究员 微博签约自媒体
371,1652137294,李军泽律师,1,1,广东诚公律师事务所 律师 法律博主 头条文章作者
372,1010712057,绵阳网警巡查执法,0,2,绵阳市公安局网络安全保卫支队
373,1781557960,我叫LOK-LEE,1,0,
374,1883756317,江湖v八大门,1,0,
375,6013229658,普法人老杨,1,1,法律博主
376,1862792321,逻格斯logics,1,1,知名法律博主
377,2867936455,科技男,1,1,互联网资讯博主 互联网科技超话主持人 头条文章作者
378,6582666590,用户6582666590,1,0,
379,1867190627,你不是说睡了吗c,1,0,
380,1367679907,话说三秦,1,1,资讯视频自媒体
381,1676868042,上海金融报,0,2,上海金融报官方微博
382,6516480543,高歌cyx,2,0,
383,5414489674,血色浪漫的川,1,0,
384,5734937611,北美顾问,1,1,海外资讯博主（美国）
385,5521630736,月伴风荷1997,1,0,
386,5329688561,小溪BabbIe1,1,0,
387,6223070497,互联网法律大会,1,0,
388,1719174221,NGOCN,0,2,NGO发展交流网
389,6039178274,美妆美食达人熊猫大侠,2,0,
390,2679851353,遍观临沂,1,1,本地资讯博主（临沂）
391,6444840645,沿海观察记录者,1,0,
392,5660761988,洛阳网警巡查执法,0,2,洛阳市公安局网络安全保卫支队
393,5611238757,唐山网警巡查执法,0,2,唐山市公安局网络安全保卫支队官方微博
394,2625494251,秒杀全网,2,1,人文艺术博主
395,1974544865,蔡蔡蔡蔡小朋友,1,0,
396,5544624993,_听前辈的话,2,0,
397,1685009467,粉笔袁东,1,1,北京粉笔蓝天科技有限公司副总裁
398,1678943394,福州头条,2,1,微博福州同城大使
399,5587113780,影视吐槽君,1,1,知名电影博主
400,2602286391,帅妹-,2,0,
401,1909829032,温州日报瓯网,0,2,温州日报瓯网 新浪微博社区委员会专家成员
402,5160000408,C柠檬冰,2,0,
403,1750935105,温州草根新闻,1,1,本地资讯博主（温州）
404,5575027869,a泰迪欧巴111,1,0,
405,2818933610,驴视频,1,1,搞笑视频自媒体
406,6534806167,热视全接触,0,2,成都市广播电视台热视全接触官方微博
407,1876921503,暁_暁_茹,2,0,
408,2022364304,浔阳晚报,0,2,九江日报社《浔阳晚报》官方微博
409,5943595658,微辣Video,0,2,更好看的视频新闻资讯
410,2677828595,Lww-小薇,2,0,
411,5197125899,双目顾TOM,1,0,
412,1677313362,冒热气滴小番茄,2,1,美食博主
413,2133616270,乐清乐成,0,2,浙江省乐清市人民政府乐成街道办事处官方微博
414,2652467784,简单生活简单ai,1,0,
415,2812194100,乐清上班族品牌策划部,0,2,乐清上班族网 品牌策划部
416,2505952710,乐清发布,0,2,乐清市政府新闻办公室官方微博
417,1760204152,杭州新闻现场,0,2,青年时报《杭州新闻现场》栏目官方微博
418,2516940212,看什么看1980,1,0,
419,1891476833,上好多多,2,0,
420,1839022385,徐钰栋,1,0,
421,2205094825,迷茫的丫丫头,2,0,
422,2387677575,求打折,1,0,
423,2479800565,lw_lllll,1,0,
424,2144024757,乐清旅游官方微博,0,2,温州乐清市风景旅游管理局
425,2158398464,乐清草根新闻,1,0,
426,1199581807,易岛城,1,1,媒体人 头条文章作者
427,1912016691,河北经济广播,0,2,河北经济广播官方微博
428,5896945763,潼南检察,0,2,重庆市潼南区人民检察院官方微博
429,1590753120,中国反邪教,0,2,中国反邪教官方微博
430,1644088831,新浪汽车,0,2,新浪汽车
431,6052754402,哈密瓜甜筒-,2,0,
432,5735084779,吃瓜鹅每日速报,0,2,吃瓜鹅官方微博
433,1909545300,乐清公安,0,2,浙江省乐清市公安局官方微博
434,1926588244,阿娜_娜娜娜,2,0,
435,1574407564,沧海孤梦,1,0,
436,1787083784,瘦的不明显的阿凯,1,0,
437,1926641510,温州都市报,0,2,温州都市报官方微博
438,1828679700,沐简荨muse,2,0,
439,5484555885,卡卡-西露雨,2,0,
440,2269420414,王建桥,1,0,
441,1796429375,油蛋少年吴大虫,2,0,
442,2093573595,乐清草根微博,1,0,
443,1823739260,女女z小P,2,0,
444,1891330743,盛世平凡人,1,0,
445,5255814135,八组兔区爆料,1,1,微博娱乐资讯博主 微博娱评团成员 知名娱乐博主 娱乐综艺视频自媒体
446,1650448444,小林子2号,2,0,
447,1496814565,华西都市报,0,2,华西都市报官方微博 微博区域新媒体（四川）站
448,1663933725,平安温州,0,2,温州市公安局
449,3937348351,共青团中央,0,2,共青团中央官方微博
450,2656274875,央视新闻,0,2,中央电视台新闻中心官方微博
451,1618051664,头条新闻,0,2,新浪新闻中心24小时播报全球重大新闻
452,1660452532,猫扑,0,2,猫扑网
453,1658388624,新浪福建,0,2,新浪福建官方微博，新浪看点福建站官方微博
454,1640601392,新浪视频,0,2,新浪视频官方微博
455,1497266011,岳屾山,1,1,岳成律师事务所合伙人，央视法律专家，央广中国之声观察员
456,5656746100,烟台网警巡查执法,0,2,烟台市公安局网络安全保卫支队
457,1663072851,中国日报,0,2,China Daily 中国日报官方微博
458,1887790981,广州日报,0,2,《广州日报》官方微博
459,1936090780,南县公安局,0,2,湖南省益阳市南县公安局
460,1896422851,Hai科技,1,1,知名数码博主 头条文章作者 微博签约自媒体
461,1941310693,电影卡片君,2,1,微博搞笑帐号
462,1729779710,温州晚报,0,2,《温州晚报》官方微博
463,1717833412,华商报,0,2,华商报官方微博
464,2009113272,浙江在线,0,2,浙江在线官方微博
465,2803301701,人民日报,0,2,《人民日报》法人微博
466,1314608344,新闻晨报,0,2,《新闻晨报》官方微博
467,1887344341,观察者网,0,2,观察者网(www.guancha.cn)官方微博
468,2875987594,北京人北京事儿,1,1,知名本地博主 本地资讯博主（北京）
469,1364882532,新浪图片,0,2,以图为媒，速递新闻；在这里，每天看有温度的图片。
470,5247719024,襄阳情报员,1,1,本地资讯博主（襄阳）
471,1644489953,南方都市报,0,2,《南方都市报》官方
472,2549709795,互联网的点事儿,2,1,《中国电子商务》杂志社资深编辑
473,1323527941,Vista看天下,0,2,《Vista看天下》官方微博
474,1700648435,成都商报,0,2,成都商报官方微博
475,1749990115,北京青年报,0,2,北京青年报官方微博
476,5710586189,封面新闻,0,2,封面传媒官方微博
477,6392886162,重口火姐,2,1,知名搞笑幽默博主
478,1708159150,中国大学生在线,0,2,教育部中国大学生在线官方微博、教育官微联盟成员
479,6124642021,新京报我们视频,0,2,新京报我们视频官方微博
480,1992613670,凤凰新闻客户端,0,2,凤凰新闻客户端官方微博
481,5519018024,每天一条新鲜事,1,1,知名旅游博主 旅行视频自媒体
482,5511008040,鹅组兔区爆料,1,1,知名电视剧博主
483,6217683074,N视频,0,2,南方都市报短视频官方微博
484,1627825392,互联网的那点事,2,1,微博知名互联网观察家 资讯视频自媒体
485,1459507082,共青团中央学校部,0,2,共青团中央学校部官方微博
486,1653603955,扬子晚报,0,2,《扬子晚报》官方微博
487,1841818105,巅峰倦客,1,1,媒体人 头条文章作者 微博签约自媒体
488,1796445350,锋潮科技,1,1,知名数码博主
489,1577794853,互联网的一些事,0,2,互联网的一些事网官方微博www.yixieshi.com
490,1843633441,搜狐娱乐,0,2,搜狐网（娱乐频道）http://yule.sohu.com/ ，搜狐娱乐官方微博。
491,2183570524,雪球,0,2,投资者的社交网络—雪球
492,2624755655,后沙月光本尊,1,1,知名军事博主 微博签约自媒体
493,1592917513,陈思进,1,1,央视《华尔街》学术顾问 《绝情华尔街》作者 微博签约自媒体
